"","Timestamp","Open","High","Low","Last","Volume"
"1","2020-01-02 14:45:00",-12.5,-12,-12.5,-12.25,391
"2","2020-01-02 15:00:00",-12.25,-12,-12.25,-12,89
"3","2020-01-02 15:15:00",-12,-11.75,-12,-11.75,92
"4","2020-01-02 15:30:00",-11.75,-11.75,-12,-12,9
"5","2020-01-02 15:45:00",-12,-11.75,-12,-11.75,6
"6","2020-01-02 16:00:00",-11.75,-11.5,-11.75,-11.5,68
"7","2020-01-02 16:15:00",-11.5,-11.5,-11.75,-11.75,12
"8","2020-01-02 16:30:00",-11.75,-11.75,-12,-11.75,155
"9","2020-01-02 16:45:00",-11.75,-11.75,-12,-12,14
"10","2020-01-02 17:00:00",-12,-12,-12.25,-12.25,25
"11","2020-01-02 17:15:00",-12.25,-12.25,-12.25,-12.25,1
"12","2020-01-02 17:30:00",-12.25,-12.25,-12.25,-12.25,94
"13","2020-01-02 17:45:00",-12,-12,-12.25,-12.25,98
"14","2020-01-02 18:00:00",-12.5,-12.25,-12.5,-12.25,36
"15","2020-01-02 18:15:00",-12.25,-12.25,-12.25,-12.25,36
"16","2020-01-02 18:30:00",-12.25,-12.25,-12.5,-12.25,122
"17","2020-01-02 18:45:00",-12.25,-12,-12.25,-12,96
"18","2020-01-02 19:00:00",-12,-12,-12.25,-12,100
"19","2020-01-02 19:15:00",-12,-11.75,-12.25,-11.75,637
"20","2020-01-02 19:30:00",-12,-11.75,-12,-12,36
"21","2020-01-03 01:15:00",-11.75,-11.75,-12,-11.75,35
"22","2020-01-03 01:30:00",-11.75,-11.75,-11.75,-11.75,4
"23","2020-01-03 02:00:00",-11.5,-11.5,-11.5,-11.5,1
"24","2020-01-03 02:45:00",-11.5,-11.5,-11.5,-11.5,50
"25","2020-01-03 03:00:00",-11.5,-11.5,-11.5,-11.5,20
"26","2020-01-03 03:15:00",-11.5,-11.5,-11.5,-11.5,10
"27","2020-01-03 03:30:00",-11.5,-11.5,-11.5,-11.5,20
"28","2020-01-03 06:30:00",-11.75,-11.75,-11.75,-11.75,31
"29","2020-01-03 07:00:00",-11.75,-11.75,-11.75,-11.75,36
"30","2020-01-03 09:00:00",-11.75,-11.75,-11.75,-11.75,2
"31","2020-01-03 11:15:00",-11.75,-11.75,-11.75,-11.75,10
"32","2020-01-03 12:15:00",-11.75,-11.75,-11.75,-11.75,1
"33","2020-01-03 12:30:00",-11.75,-11.75,-11.75,-11.75,5
"34","2020-01-03 13:15:00",-11.75,-11.75,-11.75,-11.75,6
"35","2020-01-03 13:30:00",-11.75,-11.75,-11.75,-11.75,50
"36","2020-01-03 13:45:00",-11.75,-11.5,-11.75,-11.5,8
"37","2020-01-03 14:45:00",-11.5,-11.5,-11.5,-11.5,21
"38","2020-01-03 15:00:00",-11.5,-11.5,-11.75,-11.75,587
"39","2020-01-03 15:15:00",-11.75,-11.25,-12,-11.25,589
"40","2020-01-03 15:30:00",-11.25,-11.25,-11.5,-11.25,171
"41","2020-01-03 15:45:00",-11,-11,-11.25,-11,18
"42","2020-01-03 16:00:00",-11,-11,-11.25,-11.25,68
"43","2020-01-03 16:15:00",-11.5,-11.5,-11.5,-11.5,1
"44","2020-01-03 16:30:00",-11.25,-11.25,-11.25,-11.25,36
"45","2020-01-03 16:45:00",-11.25,-11.25,-11.5,-11.5,10
"46","2020-01-03 17:00:00",-11.25,-11.25,-11.25,-11.25,50
"47","2020-01-03 17:15:00",-11.25,-11.25,-11.25,-11.25,8
"48","2020-01-03 17:30:00",-11.25,-11,-11.25,-11,25
"49","2020-01-03 17:45:00",-11.25,-11,-11.25,-11.25,55
"50","2020-01-03 18:00:00",-11.25,-11,-11.25,-11,27
"51","2020-01-03 18:15:00",-11,-11,-11,-11,16
"52","2020-01-03 18:30:00",-11.25,-11,-11.25,-11.25,5
"53","2020-01-03 18:45:00",-11,-11,-11,-11,1
"54","2020-01-03 19:00:00",-11.25,-11,-11.25,-11,6
"55","2020-01-03 19:15:00",-11.25,-11,-11.25,-11,147
