"","Timestamp","Open","High","Low","Last","Volume"
"1","2020-01-02 14:45:00",-13,-12.5,-13.25,-12.75,1289
"2","2020-01-02 15:00:00",-12.75,-12.5,-12.75,-12.5,362
"3","2020-01-02 15:15:00",-12.5,-12.5,-12.75,-12.5,343
"4","2020-01-02 15:30:00",-12.75,-12.5,-12.75,-12.5,145
"5","2020-01-02 15:45:00",-12.5,-12.5,-12.75,-12.5,121
"6","2020-01-02 16:00:00",-12.5,-12.5,-12.75,-12.5,90
"7","2020-01-02 16:15:00",-12.75,-12.5,-13,-12.5,1583
"8","2020-01-02 16:30:00",-12.75,-12.5,-13,-12.75,499
"9","2020-01-02 16:45:00",-12.75,-12.75,-13,-12.75,204
"10","2020-01-02 17:00:00",-13,-12.75,-13,-12.75,156
"11","2020-01-02 17:15:00",-12.75,-12.75,-13,-12.75,72
"12","2020-01-02 17:30:00",-12.75,-12.75,-13,-13,117
"13","2020-01-02 17:45:00",-12.75,-12.75,-13,-13,116
"14","2020-01-02 18:00:00",-12.75,-12.75,-13,-12.75,123
"15","2020-01-02 18:15:00",-12.75,-12.75,-13,-13,78
"16","2020-01-02 18:30:00",-12.75,-12.75,-13.25,-13,1125
"17","2020-01-02 18:45:00",-13,-12.75,-13,-13,512
"18","2020-01-02 19:00:00",-13,-12.75,-13.25,-12.75,149
"19","2020-01-02 19:15:00",-12.75,-12.5,-13.25,-13.25,2657
"20","2020-01-02 19:30:00",-13.25,-13,-13.25,-13.25,264
"21","2020-01-03 01:15:00",-13,-13,-13.25,-13,92
"22","2020-01-03 01:30:00",-13,-13,-13,-13,2
"23","2020-01-03 02:15:00",-13,-13,-13,-13,5
"24","2020-01-03 02:30:00",-13,-13,-13.25,-13.25,19
"25","2020-01-03 03:00:00",-13.25,-13.25,-13.25,-13.25,30
"26","2020-01-03 03:30:00",-13.25,-13.25,-13.25,-13.25,10
"27","2020-01-03 04:30:00",-13.25,-13.25,-13.25,-13.25,1
"28","2020-01-03 04:45:00",-13.25,-13.25,-13.25,-13.25,1
